time,temperature(°C),humidity(%),cloudcover(%),windspeed(km/h),irradiance(W/m²),solar_generation_kwh,wind_turbine_generation_kwh
2023-12-17 11:00:00,7.8,62,81,25.3,37.8,0.14,1.9
2023-12-17 12:00:00,7.9,63,78,25.5,54.1,0.2,1.91
2023-12-17 13:00:00,8.4,62,71,25.4,90.7,0.34,1.9
2023-12-17 14:00:00,8.4,61,82,22.8,61.7,0.23,1.71
2023-12-17 15:00:00,8.4,61,90,23.7,41.4,0.15,1.78
2023-12-17 16:00:00,8.5,62,76,18.1,11.2,0.04,1.5
2023-12-17 17:00:00,8.1,65,90,15.5,6.5,0.02,1.5
2023-12-17 18:00:00,7.7,67,53,12.2,0.0,0.0,0.66
2023-12-17 19:00:00,6.6,74,70,10.0,0.0,0.0,0.0
2023-12-17 20:00:00,6.3,76,69,10.0,0.0,0.0,0.0
2023-12-17 21:00:00,6.0,78,44,10.0,0.0,0.0,0.0
2023-12-17 22:00:00,5.6,79,20,9.6,0.0,0.0,0.0
2023-12-17 23:00:00,5.3,80,45,10.5,0.0,0.0,0.15
2023-12-18 00:00:00,5.3,80,27,9.8,0.0,0.0,0.0
2023-12-18 01:00:00,5.3,80,17,8.9,0.0,0.0,0.0
2023-12-18 02:00:00,4.9,82,16,8.9,0.0,0.0,0.0
2023-12-18 03:00:00,4.8,84,2,9.5,0.0,0.0,0.0
2023-12-18 04:00:00,3.3,81,0,9.7,0.0,0.0,0.0
2023-12-18 05:00:00,3.0,83,0,7.6,0.0,0.0,0.0
2023-12-18 06:00:00,2.9,84,0,7.6,0.0,0.0,0.0
2023-12-18 07:00:00,2.8,85,0,7.4,0.0,0.0,0.0
2023-12-18 08:00:00,2.8,85,0,8.1,0.0,0.0,0.0
2023-12-18 09:00:00,3.4,82,1,8.9,9.5,0.03,0.0
2023-12-18 10:00:00,5.6,79,0,8.5,100.8,0.37,0.0
2023-12-18 11:00:00,7.2,71,0,7.7,211.7,0.78,0.0
2023-12-18 12:00:00,8.2,67,0,5.2,293.5,01.09,0.0
2023-12-18 13:00:00,8.8,65,0,1.9,329.3,1.22,0.0
2023-12-18 14:00:00,9.3,64,0,0.8,312.3,1.16,0.0
2023-12-18 15:00:00,9.7,63,0,3.7,243.0,0.9,0.0
2023-12-18 16:00:00,10.0,69,0,4.0,140.0,0.51,0.0
2023-12-18 17:00:00,8.9,83,0,4.3,38.1,0.14,0.0
2023-12-18 18:00:00,6.6,85,0,7.9,0.0,0.0,0.0
2023-12-18 19:00:00,6.2,84,0,9.0,0.0,0.0,0.0
2023-12-18 20:00:00,6.7,79,0,7.8,0.0,0.0,0.0
2023-12-18 21:00:00,6.6,77,0,7.0,0.0,0.0,0.0
2023-12-18 22:00:00,5.6,78,0,6.9,0.0,0.0,0.0
2023-12-18 23:00:00,5.1,79,12,7.4,0.0,0.0,0.0
2023-12-19 00:00:00,5.4,77,41,6.4,0.0,0.0,0.0
2023-12-19 01:00:00,5.7,77,0,5.2,0.0,0.0,0.0
2023-12-19 02:00:00,7.0,68,0,2.8,0.0,0.0,0.0
2023-12-19 03:00:00,7.4,65,0,2.5,0.0,0.0,0.0
2023-12-19 04:00:00,4.3,72,0,8.9,0.0,0.0,0.0
2023-12-19 05:00:00,3.6,78,0,10.2,0.0,0.0,0.06
2023-12-19 06:00:00,4.4,81,0,9.7,0.0,0.0,0.0
2023-12-19 07:00:00,4.4,84,0,10.0,0.0,0.0,0.0
2023-12-19 08:00:00,4.5,86,0,9.8,0.0,0.0,0.0
2023-12-19 09:00:00,5.7,86,0,8.2,9.6,0.03,0.0
2023-12-19 10:00:00,8.9,83,0,7.7,99.7,0.36,0.0
2023-12-19 11:00:00,9.7,81,0,5.6,211.9,0.76,0.0
2023-12-19 12:00:00,10.3,82,0,3.3,297.0,01.05,0.0
2023-12-19 13:00:00,10.8,81,0,3.2,335.6,1.19,0.0
2023-12-19 14:00:00,11.1,80,0,3.3,319.2,1.13,0.0
2023-12-19 15:00:00,11.3,81,0,3.3,253.0,0.9,0.0
2023-12-19 16:00:00,11.6,88,13,5.8,146.6,0.51,0.0
2023-12-19 17:00:00,10.4,92,3,4.3,37.3,0.13,0.0
2023-12-19 18:00:00,8.0,94,2,5.9,0.0,0.0,0.0
2023-12-19 19:00:00,6.6,97,1,7.0,0.0,0.0,0.0
2023-12-19 20:00:00,7.0,94,31,5.5,0.0,0.0,0.0
2023-12-19 21:00:00,6.0,92,77,5.2,0.0,0.0,0.0
2023-12-19 22:00:00,5.6,92,86,5.3,0.0,0.0,0.0
2023-12-19 23:00:00,4.9,93,81,5.5,0.0,0.0,0.0
2023-12-20 00:00:00,4.4,94,77,5.6,0.0,0.0,0.0
2023-12-20 01:00:00,3.9,98,89,5.6,0.0,0.0,0.0
2023-12-20 02:00:00,3.6,98,90,4.2,0.0,0.0,0.0
2023-12-20 03:00:00,3.3,97,90,3.3,0.0,0.0,0.0
2023-12-20 04:00:00,2.8,94,82,2.9,0.0,0.0,0.0
2023-12-20 05:00:00,2.5,94,84,2.5,0.0,0.0,0.0
2023-12-20 06:00:00,2.8,91,87,4.2,0.0,0.0,0.0
2023-12-20 07:00:00,4.1,86,74,4.2,0.0,0.0,0.0
2023-12-20 08:00:00,4.9,85,68,3.9,0.0,0.0,0.0
2023-12-20 09:00:00,4.2,93,79,6.3,4.8,0.02,0.0
2023-12-20 10:00:00,7.7,89,67,7.4,46.4,0.16,0.0
2023-12-20 11:00:00,9.2,87,32,8.2,106.7,0.38,0.0
2023-12-20 12:00:00,10.1,85,14,8.4,249.4,0.88,0.0
2023-12-20 13:00:00,10.7,83,6,9.2,311.2,1.1,0.0
2023-12-20 14:00:00,11.1,79,1,11.2,313.5,1.12,0.36
2023-12-20 15:00:00,11.2,74,1,11.3,253.2,0.91,0.39
2023-12-20 16:00:00,11.7,79,1,11.5,149.9,0.53,0.45
2023-12-20 17:00:00,10.8,83,0,8.9,41.9,0.15,0.0
2023-12-20 18:00:00,8.2,89,1,10.0,0.0,0.0,0.0
2023-12-20 19:00:00,8.1,88,0,11.2,0.0,0.0,0.36
2023-12-20 20:00:00,9.8,84,0,9.0,0.0,0.0,0.0
2023-12-20 21:00:00,11.1,78,0,13.4,0.0,0.0,01.02
2023-12-20 22:00:00,11.1,78,2,12.2,0.0,0.0,0.66
2023-12-20 23:00:00,11.0,79,14,11.3,0.0,0.0,0.39
2023-12-21 00:00:00,10.9,80,63,10.1,0.0,0.0,0.03
2023-12-21 01:00:00,10.8,82,79,11.5,0.0,0.0,0.45
2023-12-21 02:00:00,11.7,81,61,14.8,0.0,0.0,1.44
2023-12-21 03:00:00,11.3,83,50,11.9,0.0,0.0,0.57
2023-12-21 04:00:00,11.0,85,97,13.9,0.0,0.0,1.17
2023-12-21 05:00:00,10.7,88,67,9.3,0.0,0.0,0.0
2023-12-21 06:00:00,9.6,88,65,7.2,0.0,0.0,0.0
2023-12-21 07:00:00,9.5,85,50,9.2,0.0,0.0,0.0
2023-12-21 08:00:00,9.7,84,91,10.1,0.0,0.0,0.03
2023-12-21 09:00:00,10.5,87,91,13.7,0.0,0.0,1.11
2023-12-21 10:00:00,11.1,85,100,10.0,4.4,0.02,0.0
2023-12-21 11:00:00,11.3,84,100,8.8,2.4,0.01,0.0
2023-12-21 12:00:00,11.6,82,89,5.4,3.3,0.01,0.0
2023-12-21 13:00:00,11.8,78,100,5.4,9.2,0.03,0.0
2023-12-21 14:00:00,11.4,81,100,5.1,1.9,0.01,0.0
2023-12-21 15:00:00,11.3,84,100,5.2,2.7,0.01,0.0
2023-12-21 16:00:00,13.1,83,99,9.1,49.8,0.17,0.0
2023-12-21 17:00:00,11.9,90,100,11.9,0.0,0.0,0.57
2023-12-21 18:00:00,9.9,87,79,17.4,0.0,0.0,1.5
2023-12-21 19:00:00,9.1,85,100,16.3,0.0,0.0,1.5
2023-12-21 20:00:00,9.1,86,100,16.9,0.0,0.0,1.5
2023-12-21 21:00:00,8.8,88,100,15.3,0.0,0.0,1.5
2023-12-21 22:00:00,8.6,89,100,15.0,0.0,0.0,1.5
2023-12-21 23:00:00,8.5,91,100,14.2,0.0,0.0,1.26
2023-12-22 00:00:00,8.4,91,100,12.4,0.0,0.0,0.72
2023-12-22 01:00:00,8.4,91,100,11.3,0.0,0.0,0.39
2023-12-22 02:00:00,8.3,92,100,11.4,0.0,0.0,0.42
2023-12-22 03:00:00,8.3,92,100,7.6,0.0,0.0,0.0
2023-12-22 04:00:00,8.3,86,16,2.6,0.0,0.0,0.0
2023-12-22 05:00:00,7.6,88,83,5.5,0.0,0.0,0.0
2023-12-22 06:00:00,8.0,90,86,6.3,0.0,0.0,0.0
2023-12-22 07:00:00,9.7,91,32,12.2,0.0,0.0,0.66
2023-12-22 08:00:00,10.1,90,57,15.8,0.0,0.0,1.5
2023-12-22 09:00:00,10.4,89,33,16.9,4.8,0.02,1.5
2023-12-22 10:00:00,11.1,88,36,18.1,74.4,0.26,1.5
2023-12-22 11:00:00,11.9,81,47,24.9,135.4,0.48,1.87
2023-12-22 12:00:00,12.2,81,100,27.9,148.7,0.53,02.09
2023-12-22 13:00:00,12.4,81,100,26.0,140.9,0.5,1.95
2023-12-22 14:00:00,12.5,80,97,26.3,21.2,0.07,1.97
2023-12-22 15:00:00,12.7,78,100,21.2,9.9,0.04,1.59
2023-12-22 16:00:00,10.9,92,100,21.3,0.0,0.0,1.6
2023-12-22 17:00:00,10.8,90,100,21.6,0.0,0.0,1.62
2023-12-22 18:00:00,10.4,90,100,16.7,0.0,0.0,1.5
2023-12-22 19:00:00,10.2,88,90,13.4,0.0,0.0,01.02
2023-12-22 20:00:00,9.9,82,46,13.8,0.0,0.0,1.14
2023-12-22 21:00:00,9.4,85,100,12.7,0.0,0.0,0.81
2023-12-22 22:00:00,9.8,84,80,15.1,0.0,0.0,1.5
2023-12-22 23:00:00,10.0,84,83,15.3,0.0,0.0,1.5
2023-12-23 00:00:00,9.8,86,89,16.3,0.0,0.0,1.5
2023-12-23 01:00:00,10.2,79,60,21.9,0.0,0.0,1.64
2023-12-23 02:00:00,8.7,79,75,17.2,0.0,0.0,1.5
2023-12-23 03:00:00,7.4,72,0,15.5,0.0,0.0,1.5
2023-12-23 04:00:00,7.1,75,1,9.4,0.0,0.0,0.0
2023-12-23 05:00:00,6.8,72,0,8.4,0.0,0.0,0.0
2023-12-23 06:00:00,7.0,72,0,8.6,0.0,0.0,0.0
2023-12-23 07:00:00,6.0,80,0,10.1,0.0,0.0,0.03
2023-12-23 08:00:00,9.6,79,39,18.4,0.0,0.0,1.5
2023-12-23 09:00:00,10.2,81,35,26.1,4.9,0.02,1.96
2023-12-23 10:00:00,10.9,75,46,30.9,65.9,0.24,2.32
2023-12-23 11:00:00,11.4,75,39,32.9,156.9,0.56,2.47
2023-12-23 12:00:00,11.9,70,67,33.1,237.9,0.86,2.48
2023-12-23 13:00:00,11.8,69,81,35.9,8.2,0.03,2.69
2023-12-23 14:00:00,12.4,73,81,34.8,45.4,0.16,2.61
2023-12-23 15:00:00,13.7,66,90,37.0,82.2,0.3,2.78
2023-12-23 16:00:00,13.8,70,52,40.2,26.6,0.1,3.0
2023-12-23 17:00:00,13.2,75,49,28.8,19.7,0.07,2.16
2023-12-23 18:00:00,12.1,65,32,22.8,0.0,0.0,1.71
2023-12-23 19:00:00,11.2,62,31,21.3,0.0,0.0,1.6
2023-12-23 20:00:00,10.8,60,32,18.2,0.0,0.0,1.5
2023-12-23 21:00:00,9.7,62,28,15.1,0.0,0.0,1.5
2023-12-23 22:00:00,7.9,70,30,7.8,0.0,0.0,0.0
2023-12-23 23:00:00,6.8,80,59,9.6,0.0,0.0,0.0
2023-12-24 00:00:00,9.0,76,76,9.4,0.0,0.0,0.0
2023-12-24 01:00:00,10.5,72,90,16.3,0.0,0.0,1.5
2023-12-24 02:00:00,10.4,86,91,11.2,0.0,0.0,0.36
2023-12-24 03:00:00,10.8,87,90,16.4,0.0,0.0,1.5
2023-12-24 04:00:00,11.1,76,88,22.0,0.0,0.0,1.65
2023-12-24 05:00:00,11.1,66,71,20.3,0.0,0.0,1.52
2023-12-24 06:00:00,11.0,61,52,20.5,0.0,0.0,1.54
2023-12-24 07:00:00,12.1,52,57,25.6,0.0,0.0,1.92
2023-12-24 08:00:00,12.9,45,65,29.1,0.0,0.0,2.18
2023-12-24 09:00:00,13.3,43,66,26.9,2.4,0.01,02.02
2023-12-24 10:00:00,13.0,49,39,20.6,22.0,0.08,1.55
2023-12-24 11:00:00,13.3,53,14,21.0,73.8,0.28,1.58
2023-12-24 12:00:00,14.0,54,8,19.7,227.1,0.84,1.5
2023-12-24 13:00:00,14.4,54,70,18.6,289.3,01.07,1.5
2023-12-24 14:00:00,14.2,56,30,17.9,101.5,0.37,1.5
2023-12-24 15:00:00,14.4,55,36,20.6,242.1,0.89,1.55
2023-12-24 16:00:00,14.4,62,36,18.5,142.7,0.52,1.5
2023-12-24 17:00:00,13.7,56,6,17.3,35.7,0.13,1.5
2023-12-24 18:00:00,10.9,64,17,9.2,0.0,0.0,0.0
2023-12-24 19:00:00,10.6,63,8,8.7,0.0,0.0,0.0
2023-12-24 20:00:00,10.7,80,9,8.4,0.0,0.0,0.0
2023-12-24 21:00:00,10.2,85,19,8.7,0.0,0.0,0.0
2023-12-24 22:00:00,11.1,81,14,9.5,0.0,0.0,0.0
2023-12-24 23:00:00,10.6,84,22,7.6,0.0,0.0,0.0
2023-12-25 00:00:00,10.4,86,21,7.9,0.0,0.0,0.0
2023-12-25 01:00:00,11.0,86,22,9.3,0.0,0.0,0.0
2023-12-25 02:00:00,11.8,87,40,18.0,0.0,0.0,1.5
2023-12-25 03:00:00,12.0,86,49,18.6,0.0,0.0,1.5
2023-12-25 04:00:00,12.8,81,32,18.7,0.0,0.0,1.5
2023-12-25 05:00:00,12.3,86,13,18.8,0.0,0.0,1.5
2023-12-25 06:00:00,12.0,87,2,19.1,0.0,0.0,1.5
2023-12-25 07:00:00,11.9,86,1,19.1,0.0,0.0,1.5
2023-12-25 08:00:00,11.9,86,28,18.6,0.0,0.0,1.5
2023-12-25 09:00:00,12.0,84,14,20.7,4.9,0.02,1.55
2023-12-25 10:00:00,12.7,81,31,22.4,86.8,0.31,1.68
2023-12-25 11:00:00,13.5,78,60,20.5,157.2,0.56,1.54
2023-12-25 12:00:00,13.6,76,14,23.3,34.8,0.12,1.75
2023-12-25 13:00:00,14.7,70,52,25.1,269.0,0.96,1.88
2023-12-25 14:00:00,15.1,69,4,25.5,153.8,0.55,1.91
2023-12-25 15:00:00,15.4,70,0,24.2,233.2,0.83,1.82
2023-12-25 16:00:00,15.9,74,0,25.0,151.8,0.54,1.88
2023-12-25 17:00:00,15.5,71,0,22.7,43.3,0.15,1.7
2023-12-25 18:00:00,14.9,75,0,22.8,0.0,0.0,1.71
2023-12-25 19:00:00,14.7,77,0,23.0,0.0,0.0,1.72
2023-12-25 20:00:00,14.5,80,0,23.5,0.0,0.0,1.76
2023-12-25 21:00:00,14.3,78,0,23.8,0.0,0.0,1.78
2023-12-25 22:00:00,14.0,78,0,23.1,0.0,0.0,1.73
2023-12-25 23:00:00,13.6,80,0,20.5,0.0,0.0,1.54
2023-12-26 00:00:00,13.3,83,0,19.3,0.0,0.0,1.5
2023-12-26 01:00:00,13.1,85,0,18.4,0.0,0.0,1.5
2023-12-26 02:00:00,13.0,87,0,19.3,0.0,0.0,1.5
2023-12-26 03:00:00,12.9,87,0,18.6,0.0,0.0,1.5
2023-12-26 04:00:00,13.2,85,0,21.3,0.0,0.0,1.6
2023-12-26 05:00:00,12.8,86,0,19.6,0.0,0.0,1.5
2023-12-26 06:00:00,12.4,88,0,18.5,0.0,0.0,1.5
2023-12-26 07:00:00,12.2,90,0,17.5,0.0,0.0,1.5
2023-12-26 08:00:00,12.0,90,0,16.9,0.0,0.0,1.5
2023-12-26 09:00:00,12.1,90,0,17.6,7.4,0.03,1.5
2023-12-26 10:00:00,13.1,87,0,18.3,91.4,0.32,1.5
2023-12-26 11:00:00,13.7,85,0,17.6,201.4,0.7,1.5
2023-12-26 12:00:00,14.1,82,0,17.3,283.9,0.99,1.5
2023-12-26 13:00:00,14.4,81,0,16.8,320.2,1.12,1.5
2023-12-26 14:00:00,14.7,80,0,16.8,307.7,01.08,1.5
2023-12-26 15:00:00,14.7,81,0,16.6,247.0,0.86,1.5
2023-12-26 16:00:00,15.4,82,0,18.1,151.2,0.53,1.5
2023-12-26 17:00:00,15.0,81,0,18.8,44.8,0.16,1.5
2023-12-26 18:00:00,14.4,82,0,16.9,0.0,0.0,1.5
2023-12-26 19:00:00,14.0,83,0,13.8,0.0,0.0,1.14
2023-12-26 20:00:00,13.4,87,2,13.0,0.0,0.0,0.9
2023-12-26 21:00:00,13.6,86,1,18.2,0.0,0.0,1.5
2023-12-26 22:00:00,14.2,79,0,22.5,0.0,0.0,1.69
2023-12-26 23:00:00,13.8,79,0,21.0,0.0,0.0,1.58
2023-12-27 00:00:00,13.4,80,0,20.7,0.0,0.0,1.55
2023-12-27 01:00:00,13.1,81,0,21.1,0.0,0.0,1.58
2023-12-27 02:00:00,12.8,82,0,20.5,0.0,0.0,1.54
2023-12-27 03:00:00,12.6,83,0,19.2,0.0,0.0,1.5
2023-12-27 04:00:00,13.3,79,10,21.7,0.0,0.0,1.63
2023-12-27 05:00:00,13.1,81,17,19.6,0.0,0.0,1.5
2023-12-27 06:00:00,12.9,83,14,19.6,0.0,0.0,1.5
2023-12-27 07:00:00,12.8,85,1,20.5,0.0,0.0,1.54
2023-12-27 08:00:00,12.6,86,1,20.2,0.0,0.0,1.52
2023-12-27 09:00:00,12.7,85,3,18.6,4.9,0.02,1.5
2023-12-27 10:00:00,13.6,83,12,17.1,85.7,0.3,1.5
2023-12-27 11:00:00,14.3,82,27,16.8,186.0,0.65,1.5
2023-12-27 12:00:00,14.7,80,41,17.1,232.9,0.82,1.5
2023-12-27 13:00:00,14.7,81,37,16.5,230.3,0.8,1.5
2023-12-27 14:00:00,15.1,83,16,17.1,193.6,0.67,1.5
2023-12-27 15:00:00,15.0,84,22,14.3,192.9,0.67,1.29
2023-12-27 16:00:00,15.2,83,5,12.9,147.4,0.51,0.87
2023-12-27 17:00:00,14.3,84,19,10.3,43.5,0.15,0.09
2023-12-27 18:00:00,12.4,89,11,6.9,0.0,0.0,0.0
2023-12-27 19:00:00,11.4,90,1,8.5,0.0,0.0,0.0
2023-12-27 20:00:00,12.2,90,0,4.7,0.0,0.0,0.0
2023-12-27 21:00:00,9.3,96,0,7.1,0.0,0.0,0.0
2023-12-27 22:00:00,8.7,96,0,8.9,0.0,0.0,0.0
2023-12-27 23:00:00,8.1,96,0,7.9,0.0,0.0,0.0
2023-12-28 00:00:00,7.8,94,1,6.4,0.0,0.0,0.0
2023-12-28 01:00:00,7.8,91,3,5.9,0.0,0.0,0.0
2023-12-28 02:00:00,8.1,86,0,8.6,0.0,0.0,0.0
2023-12-28 03:00:00,8.6,88,0,11.9,0.0,0.0,0.57
2023-12-28 04:00:00,7.4,92,0,9.0,0.0,0.0,0.0
2023-12-28 05:00:00,7.6,91,0,9.7,0.0,0.0,0.0
2023-12-28 06:00:00,7.5,90,0,9.4,0.0,0.0,0.0
2023-12-28 07:00:00,7.0,91,0,8.0,0.0,0.0,0.0
2023-12-28 08:00:00,6.7,92,0,8.4,0.0,0.0,0.0
2023-12-28 09:00:00,6.9,92,0,8.5,7.4,0.03,0.0
2023-12-28 10:00:00,8.7,92,0,8.6,97.7,0.34,0.0
2023-12-28 11:00:00,10.4,92,0,4.7,212.4,0.74,0.0
2023-12-28 12:00:00,12.1,86,0,3.1,299.4,01.05,0.0
2023-12-28 13:00:00,13.1,78,0,1.1,340.0,1.2,0.0
2023-12-28 14:00:00,13.7,74,0,1.9,327.3,1.17,0.0
2023-12-28 15:00:00,14.0,73,0,1.5,264.6,0.94,0.0
2023-12-28 16:00:00,14.3,73,0,1.5,163.1,0.58,0.0
2023-12-28 17:00:00,12.5,90,0,3.1,50.8,0.18,0.0
2023-12-28 18:00:00,12.1,86,0,3.4,0.0,0.0,0.0
2023-12-28 19:00:00,11.3,89,0,1.6,0.0,0.0,0.0
2023-12-28 20:00:00,8.1,92,0,5.6,0.0,0.0,0.0
2023-12-28 21:00:00,6.6,94,0,7.1,0.0,0.0,0.0
2023-12-28 22:00:00,6.0,94,10,6.5,0.0,0.0,0.0
2023-12-28 23:00:00,5.8,94,47,5.1,0.0,0.0,0.0
2023-12-29 00:00:00,5.5,95,68,3.1,0.0,0.0,0.0
2023-12-29 01:00:00,6.4,95,75,1.6,0.0,0.0,0.0
2023-12-29 02:00:00,6.3,97,71,1.8,0.0,0.0,0.0
2023-12-29 03:00:00,6.3,97,73,2.9,0.0,0.0,0.0
2023-12-29 04:00:00,5.5,95,1,8.7,0.0,0.0,0.0
2023-12-29 05:00:00,6.4,93,0,7.4,0.0,0.0,0.0
2023-12-29 06:00:00,8.3,91,0,12.3,0.0,0.0,0.69
2023-12-29 07:00:00,8.4,92,11,13.4,0.0,0.0,01.02
2023-12-29 08:00:00,8.2,93,16,12.0,0.0,0.0,0.6
2023-12-29 09:00:00,8.2,93,22,10.0,7.4,0.03,0.0
2023-12-29 10:00:00,9.1,94,52,11.0,88.9,0.31,0.3
2023-12-29 11:00:00,9.5,93,43,13.6,174.3,0.61,01.08
2023-12-29 12:00:00,10.3,88,41,12.7,252.7,0.89,0.81
2023-12-29 13:00:00,11.0,87,27,12.8,274.5,0.96,0.84
2023-12-29 14:00:00,11.0,85,10,14.5,305.2,01.07,1.35
2023-12-29 15:00:00,10.8,85,2,14.5,249.4,0.88,1.35
2023-12-29 16:00:00,11.2,81,10,15.0,148.8,0.53,1.5
2023-12-29 17:00:00,10.7,85,7,11.1,47.1,0.17,0.33
2023-12-29 18:00:00,9.1,90,5,7.5,0.0,0.0,0.0
2023-12-29 19:00:00,8.1,90,6,9.4,0.0,0.0,0.0
2023-12-29 20:00:00,7.5,91,0,11.2,0.0,0.0,0.36
2023-12-29 21:00:00,7.2,92,0,11.6,0.0,0.0,0.48
2023-12-29 22:00:00,7.1,92,0,11.7,0.0,0.0,0.51
2023-12-29 23:00:00,7.7,91,0,10.0,0.0,0.0,0.0
2023-12-30 00:00:00,8.6,89,0,8.7,0.0,0.0,0.0
2023-12-30 01:00:00,8.8,88,0,8.4,0.0,0.0,0.0
2023-12-30 02:00:00,7.2,93,2,9.7,0.0,0.0,0.0
2023-12-30 03:00:00,6.6,95,27,10.9,0.0,0.0,0.27
2023-12-30 04:00:00,8.1,90,19,7.8,0.0,0.0,0.0
2023-12-30 05:00:00,7.6,90,2,8.6,0.0,0.0,0.0
2023-12-30 06:00:00,6.9,93,2,10.1,0.0,0.0,0.03
2023-12-30 07:00:00,6.8,94,1,10.4,0.0,0.0,0.12
2023-12-30 08:00:00,6.6,94,2,10.5,0.0,0.0,0.15
2023-12-30 09:00:00,6.9,91,8,9.3,5.0,0.02,0.0
2023-12-30 10:00:00,9.7,83,8,8.2,81.6,0.29,0.0
2023-12-30 11:00:00,11.2,81,4,7.7,184.0,0.65,0.0
2023-12-30 12:00:00,12.6,71,7,8.9,280.1,01.01,0.0
2023-12-30 13:00:00,13.0,67,6,9.5,315.6,1.14,0.0
2023-12-30 14:00:00,13.1,66,13,10.0,301.5,01.09,0.0
2023-12-30 15:00:00,13.0,70,4,9.7,249.6,0.9,0.0
2023-12-30 16:00:00,13.6,78,21,10.2,158.0,0.56,0.06
2023-12-30 17:00:00,12.7,83,24,8.5,48.1,0.17,0.0
2023-12-30 18:00:00,10.2,90,30,8.7,0.0,0.0,0.0
2023-12-30 19:00:00,9.5,91,36,12.1,0.0,0.0,0.63
2023-12-30 20:00:00,9.8,91,32,12.1,0.0,0.0,0.63
2023-12-30 21:00:00,9.4,91,29,11.6,0.0,0.0,0.48
2023-12-30 22:00:00,10.2,89,35,9.0,0.0,0.0,0.0
2023-12-30 23:00:00,9.8,90,44,9.4,0.0,0.0,0.0
2023-12-31 00:00:00,10.1,89,74,8.8,0.0,0.0,0.0
2023-12-31 01:00:00,10.5,90,100,6.0,0.0,0.0,0.0
2023-12-31 02:00:00,9.3,96,100,7.2,0.0,0.0,0.0
2023-12-31 03:00:00,10.0,97,100,5.4,0.0,0.0,0.0
2023-12-31 04:00:00,9.2,95,48,8.0,0.0,0.0,0.0
2023-12-31 05:00:00,9.4,94,31,7.1,0.0,0.0,0.0
2023-12-31 06:00:00,8.7,96,63,8.0,0.0,0.0,0.0
2023-12-31 07:00:00,10.0,93,82,6.3,0.0,0.0,0.0
2023-12-31 08:00:00,9.3,95,100,6.8,0.0,0.0,0.0
2023-12-31 09:00:00,10.1,95,100,4.5,0.0,0.0,0.0
2023-12-31 10:00:00,10.9,92,100,4.3,3.0,0.01,0.0
2023-12-31 11:00:00,11.9,91,100,3.0,15.5,0.05,0.0
2023-12-31 12:00:00,12.5,85,90,2.3,40.3,0.14,0.0
2023-12-31 13:00:00,13.2,79,98,2.6,102.5,0.36,0.0
2023-12-31 14:00:00,13.4,76,100,1.8,57.2,0.2,0.0
2023-12-31 15:00:00,13.4,76,67,1.0,48.1,0.17,0.0
2023-12-31 16:00:00,14.8,75,27,2.4,147.7,0.52,0.0
2023-12-31 17:00:00,13.5,87,25,2.3,43.2,0.15,0.0
2023-12-31 18:00:00,10.2,94,22,8.9,0.0,0.0,0.0
2023-12-31 19:00:00,10.4,94,32,9.4,0.0,0.0,0.0
2023-12-31 20:00:00,9.8,93,26,10.4,0.0,0.0,0.12
2023-12-31 21:00:00,9.4,93,28,7.2,0.0,0.0,0.0
2023-12-31 22:00:00,8.5,95,55,6.3,0.0,0.0,0.0
2023-12-31 23:00:00,8.2,94,4,7.6,0.0,0.0,0.0
2024-01-01 00:00:00,7.8,93,21,8.8,0.0,0.0,0.0
2024-01-01 01:00:00,7.6,91,36,10.9,0.0,0.0,0.27
2024-01-01 02:00:00,8.1,89,46,10.0,0.0,0.0,0.0
2024-01-01 03:00:00,8.3,88,45,9.4,0.0,0.0,0.0
2024-01-01 04:00:00,9.2,89,63,6.5,0.0,0.0,0.0
2024-01-01 05:00:00,8.8,91,60,7.4,0.0,0.0,0.0
2024-01-01 06:00:00,7.6,93,90,9.6,0.0,0.0,0.0
2024-01-01 07:00:00,7.8,92,31,8.6,0.0,0.0,0.0
2024-01-01 08:00:00,7.5,92,55,8.6,0.0,0.0,0.0
2024-01-01 09:00:00,8.3,90,72,6.8,2.5,0.01,0.0
2024-01-01 10:00:00,10.9,84,96,9.7,25.3,0.09,0.0
2024-01-01 11:00:00,11.8,83,78,9.8,22.7,0.08,0.0
2024-01-01 12:00:00,12.9,79,80,8.4,152.7,0.54,0.0
2024-01-01 13:00:00,13.4,74,100,8.0,162.0,0.58,0.0
2024-01-01 14:00:00,13.4,74,67,8.6,113.6,0.41,0.0
2024-01-01 15:00:00,13.6,73,46,10.4,219.1,0.78,0.12
2024-01-01 16:00:00,14.2,79,38,15.7,133.3,0.47,1.5
2024-01-01 17:00:00,13.6,80,100,15.1,36.3,0.13,1.5
2024-01-01 18:00:00,13.3,80,100,15.6,0.0,0.0,1.5
2024-01-01 19:00:00,13.5,79,45,17.7,0.0,0.0,1.5
2024-01-01 20:00:00,13.2,78,72,19.2,0.0,0.0,1.5
2024-01-01 21:00:00,12.8,80,45,19.6,0.0,0.0,1.5
2024-01-01 22:00:00,12.6,81,28,18.1,0.0,0.0,1.5
2024-01-01 23:00:00,12.5,82,20,18.8,0.0,0.0,1.5
2024-01-02 00:00:00,12.2,84,1,19.1,0.0,0.0,1.5
2024-01-02 01:00:00,11.7,87,4,16.0,0.0,0.0,1.5
2024-01-02 02:00:00,11.3,89,10,14.0,0.0,0.0,1.2
